Sports|"year old Miss Peru has been crowned Miss World in a southern Chinese resort town, as China looks to become the regular host of an event that would have once been deemed heretical by its Communist leaders."
Sci/Tech|"Bill Gross, the driving force behind commercial search pioneer Overture Services, is once again swinging for the fences in Web search."
World|" Gunmen kidnapped two Americans and a Briton from a house in an upscale Baghdad neighborhood at dawn Thursday, a brazen attack that brought to eight the number of Western civilians held hostage in Iraq.    Ten assailants in a minivan pulled up a tree lined street in the al Mansour district   home to many embassies and foreign companies   and snatched the three from their walled, two story house, said Col..."
Sports|" Florian Mayer beat defending champion David Ferrer 6 4, 6 2 Friday in the quarterfinals of the Romania Open."
Business|"Come Dec. 1, many Floridians may find an unwelcome piece of mail interspersed between bills, holiday catalogs and greeting cards: a non-renewal or cancellation letter from their insurers."
Sci/Tech|"Wireless giant Qualcomm (Quote, Chart) has inked a licensing deal with Microsoft (Quote, Chart) it claims will make it easier to play audio and video on its handsets."
Sci/Tech|"Microsoft Corp. and Sun Microsystems Inc. have agreed not to sue each other or their customers for patent infringements, but the pact announced in April specifically states that the protection does not apply "
World|" The Supreme Court said Tuesday it will take up the constitutionality of Ten Commandments displays on government land and buildings, a surprise announcement that puts justices in the middle of a politically sensitive issue.    Justices have repeatedly refused to revisit issues raised by their 1980 decision that banned the posting of copies of the Ten Commandments in public school classrooms..."
Business|" US jobless claims rose in the past week, with Hurricane Ivan a major factor, the Labor Department reported. The number of claims rose 14,000 to 350,000 in the week to September 18."
Sports|" The Arizona football team is sticking with quarterback Kris Heavner, but Wildcats coach Mike Stoops wants the sophomore to improve."
World|"The Boston Red Sox entered this AL championship series hoping to finally overcome their bitter rivals from New York following a heartbreaking seven-game defeat last October. Instead, they've been reduced to trying to prevent the Yankees from completing a humiliating sweep in their own ballpark..."
World|"BAGHDAD: A suicide car bomber killed 16 people at a National Guard centre in western Iraq yesterday.An Interior Ministry official said the bomber targeted recruits for the paramilitary force in the town of Anah, 260km northwest of Baghdad, near the Syrian "
Sci/Tech|"Ford Motor Co. on Wednesday said it has scrapped a five-year-old project to move suppliers over to an Internet-based purchasing system powered by Oracle software, deciding instead to revert back to its custom-built ..."
Sci/Tech|"Alternative Web browsers Mozilla and FireFox experienced another month of growth at the expense of Microsoft #39;s dominant Internet Explorer, according to an online study."
Business|"  Crude oil futures rose to a record for a third day Monday, surpassing  $55 in New York on speculation US demand for heating oil will deplete inventories this winter."
Sports| Tyrone Willingham never showed a trace of doubt. Not following last season's 5 7 finish by Notre Dame. Not after a deflating season opening loss to Brigham Young. Not when the Fighting Irish trailed 9 0 at halftime to Michigan on Saturday.
Business|"Cardiovascular device maker Guidant Corp. (GDT.N: Quote, Profile, Research) on Thursday said quarterly net profit rose 19 percent, helped by cost-cutting and "
Business|"San Jose-based Internet auction site eBay, Inc., says it had net income of \$182.3 million or 27 cents per diluted share on revenues of \$805."
Sci/Tech|A new study released by Macrovision Corporation finds that US software publishers and enterprise software buyers have differing expectations regarding the future of subscription and licensing models.
Business|A ruling that Visa and Mastercard had violated anti-trust law has been upheld by the US Supreme Court. The case stemmed from a 1998 Justice Department lawsuit challenging the credit card issuers #39; regulations.
World|"North Korea is prolonging its isolation by refusing to return to six-nation talks aimed at dismantling the country #39;s nuclear programs, US State Department spokesman Richard Boucher said."
World|"  Separatist militants set off a  powerful land mine in Indian Kashmir killing eleven people,  including nine soldiers in one of the biggest guerrilla attacks  in weeks, police said on Sunday."
Business|" Accenture Ltd. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ACN.N target=/stocks/quickinfo/fullquote""&gt;ACN.N&lt;/A&gt;, a leading  global consulting firm, on Wednesday posted  higher than expected quarterly earnings on a rebound in  consulting business, but projected profit for the current  quarter to miss Wall Street forecasts."
Sports|" Iraq's footballers extended their  fairytale run at the Athens Olympics Saturday, beating  Australia 1 0 to reach the semi finals of the men's tournament."
World| African Union mediators met separately with Sudanese government envoys and the leaders of the uprising in the strife torn region of Darfur in a bid to hammer out a deal on demilitarising the conflict.
World|" President Bush made a fresh push Saturday for a new Social Security plan in which Americans would be allowed to channel a small portion of their income into ""personal savings accounts,"" warning that inaction could end the retirement system."
Sci/Tech| Want a computer that screams when  a thief strikes? Or a personal tracking unit in case you get  kidnapped?
Sports|"Organizers in Amstelveen, the Netherlands have called off the cricket match between Australia and Pakistan after heavy rain overnight soaked the pitch."
Business|"Greece admitted yesterday that the budget figures it used to gain entry to the euro three years ago were fudged. The Finance Minister, George Alogoskoufis, said "
Sci/Tech|" LinuxWorld Expo came to San Francisco, and our columnist managed to ignore most of the show. Read on to see what did catch his eye."
Sports|"Can Serena and Venus Williams, who missed the 2003 Open with injuries, re-emerge as the best in the women #39;s game? Venus hasn #39;t won a major in three years, Serena in 14 months."
World|Behind the twisted wire mesh and shattered glass winks a sign:  quot;Taba Lounge quot;. The lounge itself has been gutted. Couches are buried under rubble while contents from upper floors sag precariously above loose ceiling blocks.
Business|"Sonoma Inc. (WSM.N: Quote, Profile, Research) on Wednesday posted a better than expected 55 percent increase in quarterly profit, sending its stock up 10 "
Sports|"Milan, Italy (Sports Network) - Inter Milan has earned just two points after two Serie A matches, thanks to a 1-1 draw with Palermo on Saturday night."
Sports|Real Madrid goalkeeper Iker Casillas was delighted with the turn-out at Tuesday night #39;s  #39;Game against Poverty #39; in the Santiago Bernabeu stadium.
World| Chelsea failed to make any ground on Premiership leaders Arsenal after they were held 0 0 by Spurs at Stamford Bridge here.
Sci/Tech|"By BILL BERGSTROM    PHILADELPHIA (AP) -- A Mediterranean diet rich in vegetable oil, nuts and fish may help fend off more than heart disease and diabetes: It appears to prevent gallstones, too.    Men who ate more of the unsaturated fats found in such foods lowered their risk of gallstones by nearly one-fifth, according to a 14-year study published in Tuesday's Annals of Internal Medicine..."
Sports| There was some national championship talk going on in the locker room at Auburn's Jordan Hare Stadium.
World|" Summoned by bugle calls and the detonations of huge firecrackers, Venezuelans turned out in unprecedented numbers Sunday to vote on whether to force leftist President Hugo Chavez from office.    Some lines at polling places extended for 1.25 miles, stunning even veteran election monitors..."
Sports|"Adam Foote added a pair of assists for Canada, who improved to 2-0 in the tournament while handing Slovakia a loss in its first game of the eight-nation event."
Sports|"Calling UNLV  quot;a gold mine, quot; Mike Sanford took over as coach of the Runnin #39; Rebels on Monday after two years as offensive coordinator at high-scoring Utah."
Sci/Tech|" Food is running so low aboard the international space station the two crewmen have been instructed to cut back on calories, at least until a Russian supply ship arrives in a little over two weeks, NASA said Thursday."
Business|The company lowers its fourth-quarter and full-year earnings guidance.
Sci/Tech|"The brains behind Hot or Not have turned their attention -- and their wallets -- to getting people to join the electorate. Twin \$100,000 prizes are up for grabs to those who register to vote. By Dan Brekke."
Sci/Tech|"The nation's largest e-mail providers today filed a new round of lawsuits against Internet spammers allegedly responsible for shoveling millions of junk e-mail messages into computer users' in-boxes and their instant messaging screens. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-washingtonpost.com&lt;/b&gt;&lt;/font&gt;"
World|Ian Paisley has made a career out of obstructing efforts to find a political accommodation between Northern Ireland #39;s warring communities.
Sci/Tech|A private rocket ship shot into space on Monday morning and won a coveted \$10 million aviation prize for its creators.
World|Israeli troops have destroyed hundreds of houses and left thousands of Palestinians homeless in the southern Gaza Strip in operations that far exceeded military security 
World| Sudanese rebels said on Tuesday  that the government must disarm its militias in Darfur before  they would sign a deal to bring aid to 1.5 million civilians  displaced by violence.
Sports|"(Deerfield, Illinois-AP) Oct. 5, 2004 - Scottie Pippen has called it quits. Pippen has announced his retirement as a member of the Chicago Bulls, who he helped lead to six NBA titles alongside Michael Jordan."
Sci/Tech|The chipmaker announces a chip that combines VoIP (voice over Internet Protocol) and Wi-Fi into a single chip.
Sports|"Pro basketball: Charlotte vs. Celtics at the FleetCenter, 7:30 p.m. College hockey: Men -- UMass at BC, 7 p.m.; Merrimack at BU, 7 p.m.; Maine at Northeastern, 7 p.m.; Colgate at UMass-Lowell, 7 p.m.; Princeton at Brown, 7 p.m.; Providence at UNH, 7 p.m.; Yale at Harvard, 8 p.m.; UBS tournament at Worcester: Worcester St. at Fitchburg St., 5:30 p.m.; ..."
Business|" Lehman Brothers Holdings Inc.  has tentatively agreed to pay  #36;222.5 million to settle an investor lawsuit over its role as an underwriter for Enron Corp., a person familiar with the situation said on Thursday."
Business|" Limited Brands Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LTD.N target=/stocks/quickinfo/fullquote""&gt;LTD.N&lt;/A&gt; on Monday  increased its earnings forecast for the third quarter due to a  bigger than forecast tax benefit and increased the offer price  in a  $2 billion share buyback."
Sci/Tech|Japanese electronics and entertainment giant Sony Corp. showed Tuesday a camcorder that takes video at digital high-definition quality for the home.
Business|"HOUSTON, Nov. 18 /PRNewswire-FirstCall/ -- ExpressJet Airlines, Inc. today announced that its pilots represented by the Air Line Pilots Association (ALPA) ratified a new labor agreement."
Sports| Anthony Harris scored 18 of his career high 23 points in the second half to help Miami upset No. 19 Florida 72 65 Saturday and give first year coach Frank Haith his biggest victory.
World|"Russian investigators found residue of an explosive substance on the wreckage of the second of two airliners that crashed minutes apart Tuesday night, a security spokesman said yesterday "
Sci/Tech|"Global warming could cause polar bears to go extinct by the end of the century by eroding the sea ice that sustains them, according to the most comprehensive international assessment ever done of Arctic climate change."
Sci/Tech|" IGN picked up Dragon Quest VIII on Saturday along side at least one full percent of the population of Japan, then rushed home to play the game."
Business| Oil prices rebounded from seven week  lows on Wednesday as U.S. heating fuel stocks fell again ahead  of winter.
Sports|Ted Lilly struck out a career-high 13 batters to help hosts Toronto Blue Jays blank the Boston Red Sox 3-0. Lilly #39;s performance was a club record for most strikeouts by a left-handed pitcher and helped end 
World|"PILILIA, Philippines : Another powerful typhoon is bearing down on the eastern Philippines where rescuers are desperately trying to find survivors from floods and landslides that have left nearly 500 dead or missing."
World|European Union (EU) foreign policychief Javier Solana wrote on Wednesday to the incumbent Afghan leader Hamid Karzai congratulating him on his victory in the firstdirect presidential elections in Afghanistan.
Sports| The Baltimore Ravens signed wide receiver Patrick Johnson to his second stint with the team.
Sports|Resurgent Australian Alicia Molik went through to the semi-finals of the Zurich Challenge in Switzerland overnight after a straight sets win against Russia #39;s Nadia Petrova.
Sci/Tech|"Following todays launch of Robbie Williams Greatest Hits album, digital music lovers or more importantly in this case mobile phone users will be able to buy the new album from Carphone Warehouse following a deal with EMI."
Sports|"Lee Westwood fought the heat, a brutal course and the inexperience of a part-time caddie to shoot a two-under-par 70 for a four-way share of the lead after the first round of the Nedbank Golf Challenge in South Africa yesterday."
World|"BANGALORE, DEC 5: Russian President Vladimir Putin has called upon India and Russia to work together on innovative technologies with younger generation taking the lead."
World|" A soldier Sunday threatened to blow up a  site storing about 64 tons of munitions in eastern France,  leading to the evacuation of about 400 inhabitants of three  villages in the Marne region."
World|"RIYADH, 16 September 2004 - Suspected terrorists gunned down a Briton near a major supermarket in the eastern part of Riyadh yesterday."
Business|" Shares of Taser International Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=TASR.O target=/stocks/quickinfo/fullquote""&gt;TASR.O&lt;/A&gt; have jumped 20 percent since early last week as the  stun gun maker issued a slew of announcements painting a  positive picture of its business prospects."
Sports| The Indianapolis Colts could be without their starting guards Sunday against Chicago.
Sci/Tech|"Business software maker Oracle Corp.'s quarterly earnings exceeded analyst expectations, despite sluggish sales in a product line that the company hopes to bolster by completing a long-sought takeover of rival PeopleSoft Inc. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-AP&lt;/B&gt;&lt;/FONT&gt;"
Sci/Tech|"SEPTEMBER 14, 2004 (IDG NEWS SERVICE) - Sun Microsystems Inc. and Microsoft Corp. next month plan to provide more details on the work they are doing to make their products interoperable, a Sun executive said yesterday."
Business|"Riggs National Corp. shares fell Monday as more concerns surfaced that an ongoing money-laundering probe of the Washington, DC bank will scrap plans by PNC Financial Group Inc."
World|"afrol News, 20 September - Roman Catholic priest Athanase Seromba is accused of the worst imaginable crimes during the 1994 Rwanda genocide."
Sports|"Freshman Alexis Serna is down on the field kneeling, pounding the Tiger Stadium turf. He wanted to hide. But couldn #39;t find a place."
Business|" European shares firmed on Tuesday as oil  slipped further toward  $54 a barrel, while the dollar's tumble  came to a temporary halt after it touched another 8 month low  against the euro."
World| Malaysian shares rebounded Thursday after the country #39;s high court overturned the sodomy conviction of former deputy prime minister Anwar Ibrahim and released him from prison.
Sci/Tech|"Borland Software this week is breaking up its Together ControlCenter package for UML modeling into separate products for developing, designing, and architecting applications."
Sci/Tech|Analysts say the agreement was a boost to both companies since it will pave the way for Nvidia get access to millions more desktop computers built on Intel processors and because Intel will 
Business|" Carrefour, the world's No. 2 retailer said Wednesday that its profit increased 5.3 percent in the first half of the year, as robust international operations and lower finance costs helped it ride out tough conditions at its core French superstores."
Sports|"Thursday night #39;s 200 metres final started with a disgraceful display by some of the Greek fans in the stadium in response to the absence of their local favourite and defending champion, Kostas Kenteris."
World|"TOKYO : Typhoon Chaba was approaching Japan and was expected to bring heavy rain and high winds to large areas in southwestern regions over the weekend, officials said."
Business|"LONDON : British unemployment fell for the 15th month in a row in August to reach the lowest level for 29 years, official figures showed."
Business|"By a curious twist of fate, the job of rescuing Russian oil giant Yukos has fallen to an American who arrived in Moscow just over a year ago -- and who still needs a translator #39;s help."
Sci/Tech|This column gets results. A few months ago I suggested that Internet users would do well to give up on Microsoft Corp. #39;s buggy and insecure Internet Explorer browser and check out some well-crafted alternatives.
World|" TORONTO (CP)   Thousands of Royal Bank clerks are being asked to display rainbow stickers at their desks and cubicles to promote a safe work environment for gays, lesbians, and bisexuals."
Sci/Tech|" quot;It is clear that if the UN bans all forms of human cloning, the UK, and other countries which currently permit carefully regulated therapeutic cloning, will not sign up to it."
Sci/Tech|"Designed to further enhance the value of our Special Report, these Powerpoint slides offer key data and statistics about the choices facing today's IT decision makers regarding CRM."
World|A British hotelier and cameraman has said Afghan authorities tried to get him to confess to involvement in the kidnapping of three UN hostages.
Sports|"The beach volleyball men #39;s pair of John Child and Mark Heese of Toronto dropped a quarter-final match yesterday to a Spanish duo, while Quebeckers Guylaine Dumont and Annie Martin lost in the women #39;s event, eliminating Canada from competition in the sport "
Business|The fate of two local retail stores may not be known for months in the wake of the announcement Wednesday of the \$11 billion merger of Kmart and Sears.
Business|" Amid signs of a softening economy and a strengthening dollar, the Bank of Canada is expected to sit on the sidelines this week and wait to see what happens next."
World| A rebel fighting for autonomy in  Nigeria's oil producing Niger Delta arrived in the capital for  talks with President Olusegun Obasanjo on Wednesday on terms to  end violence that helped to push crude prices to record highs.
World|  Pope John Paul is returning centuries old relics of two Orthodox Christian saints in an effort to bridge the divide between the two churches.
World|"A Christian teacher goes into hiding in the northern Nigerian city of Kano for offending her Muslim pupils, police say."
Business|" Oil supply fears eased slightly on  Wednesday as OPEC hiked production quotas by 1 million barrels  a day, balancing risks from Hurricane Ivan that has temporarily  closed 60 percent of Gulf of Mexico crude output."
World|"The veteran guardians of the wall, who are called at all times to rally round the hasbara flag when the enemy once again brings up the anti-Israel canard regarding the application of the "
World|" Gunmen killed a Sunni Muslim cleric in the city of Miqdadiya Tuesday, the second such killing in Iraq in as many days, witnesses and hospital officials said."
Sports|"Spaniard Sete Gibernau stormed into pole position for Sunday #39;s Czech MotoGP Grand Prix, edging out Brazilian Alex Barros at the end of the rain-affected second qualifying session."
Sports|The Football Association has revealed England #39;s players refused to talk to the media after their win in Poland in protest at criticism aimed at them.
World|"Israel accused Syria on Monday of ""directing terrorism"" and warned it could face pre-emptive strikes against militants on its territory, but stopped short of saying it killed a Hamas leader in Damascus."
World|"Southern California took the top spot Monday in the season's first Bowl Championship Series standings, and surprisingly Miami is ahead of Oklahoma in a close race for the second spot.    Oklahoma is No..."
World|"An Italian aid organization in Iraq says two Italian women working for the group have been kidnapped. Witnesses say gunmen stormed the central Baghdad offices of the Italian organization, Bridge to Baghdad "
Business|"When Carolyn Wood, a computer programmer, retired two years ago at 63, her husband, Paul, an English professor in Philadelphia, followed suit, even though it meant forfeiting some benefits because he was just shy of his 60th birthday."
World|"RAMALLAH, West Bank Yasser Arafat can be buried at his battered headquarters here as the Palestinians requested, the Israeli government decided Wednesday in a gesture to his likely successor, Mahmoud Abbas."
Sci/Tech|"Yahoo Inc. is adding local traffic information to its maps service, including roadwork and accident reports as well as the approximate speed at which traffic is proceeding along specific roads."
World|"U.S. forces entered Samarra to re-assert Iraqi government authority, bombed a building in Falluja, and reportedly clashed with rebels in a town near the Syrian border."
Sci/Tech|"As the holidays approach, Christmas spirit is a bargain-hunting essential."
Sci/Tech|"By Jeffrey Gold    PATERSON, N.J.(AP) - A state judge ordered Toys ""R"" Us and Amazon.com to work together so the online retailer can abide by her order requiring Amazon to keep sellers on its Web site from listing products to which Toys ""R"" Us, which also markets through Amazon, has exclusive rights.     Superior Court Judge Margaret M..."
Sci/Tech|" Oracle Corp. may have won a major antitrust fight with the Justice Department last week over its proposed acquisition of PeopleSoft Inc., but that doesn't mean the company is on the verge of closing the deal."
Sci/Tech|"IBM #39;s next version of the DB2 Universal Database, code-named  quot;Stinger, quot; will be generally available on Sept. 17, the company said Thursday."
World|"Yasser Arafat was as unpredictable in death as he was in life. The longtime leader of the Palestinians lingered for days, with the world unsure of the severity of his medical condition."
Sci/Tech|Design engineer Alan Lear has rolled up his sleeves. His lab is crammed with motherboards and oscilloscopes. He scans a screen showing the signal 
Business|The company has come up with some on-demand advertising. Will it woo viewers?
Sci/Tech|"The United States is to resume its space shuttle program next year after the Columbia shuttle tragedy in 2003. The National Aeronautics and Space Administration, or NASA, announced "
Business|" U.S. Treasury prices rose on Monday in  subdued trading, extending Friday's rally as dealers  anticipated slower official rate hikes in 2005 following slack  November payrolls growth."
Business|" Anheuser Busch Cos. Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=BUD.N target=/stocks/quickinfo/fullquote""&gt;BUD.N&lt;/A&gt;, the  largest U.S. brewer, said on Wednesday quarterly profit rose  due to price increases on brands such as Bud Light and strong  growth in its international business, which benefited from the  acquisition of Harbin Brewery in China."
Business|"Orbitz Inc., the Internet travel agency that is being bought by Cendant Corp., Wednesday posted a 30 percent jump in third-quarter profit, aided by a surge in hotel business."
Sci/Tech|"KUALA LUMPUR: Organisations around the world are not protecting their information sufficiently against increasingly more potent threats, a new survey by Ernst  amp; Young has found."
Sports|Veteran Jay Haas edged closer to his first PGA Tour win for more than 10 years on Friday with a four-under-par 66 for the halfway lead at the Tour Championship.
Sports| Pavel Nedved scored with a superb free kick four minutes from time to give Juventus a precious 1 0 win at Bologna. A slender victory enabled the 27 time champions to restore their four point lead 
Sports|Jonathan Woodgate says he has learned from his past mistakes off the pitch and is now determined to make the headlines solely for his footballing prowess after completing a dream move to Real Madrid.
Sci/Tech|" Plant geneticist Ted Hymowitz knew that finding an allergy free soybean would take a painstaking search through thousands of varieties. So Hymowitz got a grant, fetched a hammer and pounded away until he proved he was right."
Sci/Tech|Researchers claim to have solved the mystery of the people who simply do not count. It could be because they are lost for words. The Piraha of the Amazon have almost legendary status in language research.
Business|" Charles Schwab Corp.  the biggest U.S. discount brokerage, on Monday said it would cut trading fees for the second time since June in a bid to outmaneuver rivals amid fierce competition."
Sci/Tech|"Link Popularity and Search Engine Ranking Pitfalls\\As we all know Google uses their PageRank technology to measure link popularity by counting the number of inbound links to your web pages, and it is one of the many factors influencing your ranking. Most website owners do not utilize properly what PageRank ..."
Sports|" Roger Clemens tries to win his seventh straight decision and possibly vault the Houston Astros into the lead in the National League wild card standings, as they go for a three game sweep of the NL Central champion St."
World|" Senate Republicans and Democrats on Tuesday battled over blame for a record increase in Medicare health premiums, which Democratic presidential candidate John Kerry has criticized in his campaign to unseat President Bush."
Sci/Tech|" America Online Inc. on Thursday shunned a Microsoft Corp. proposal to help weed out unwanted ""spam"" e mail because Internet engineers are reluctant to adopt technology owned by the dominant software company."
World|" The US led ""war on terror"" must include a resolution to the Palestinian question and involve a broader coalition, Washington's Asia Pacific partners warned Saturday on the sidelines of a major summit."
Sci/Tech|"Jim Allchin, Microsoft group vice president for platforms, discussed Microsoft #39;s recent decisions on Windows  quot;Longhorn quot; development in a recorded message for Microsoft #39;s Channel 9 that was "
Sci/Tech|Michigan-based Logicalis paying \$15.7 million for Indianapolis IT firm; MindGent spinoff not included in deal. By Norm Heikens. Solution Technology Inc.
Business|Microsoft is bolstering BI and reporting features in both the existing SQL Server 2000 database and the planned SQL Server 2005 release.
World|"  The US military said a plane that took off from the main US base north of Kabul, Afghanistan, is missing. A search is under way for the three civilian crew members and three military passengers who were aboard the aircraft."
Sports|So now we know the reasons why he left. And more. Pedro Martinez was hurt the Red Sox didn't act more quickly in their efforts to sign him. He didn't like the Sox sending more than one person to the Dominican Republic to negotiate. He doesn't like Curt Schilling. He doesn't need the money because he's been a millionaire since ...
World|" A bus, truck and taxi collided in a mountainous region of western Morocco Saturday, killing 24 people and injuring about 20 others, the official MAP news agency reported."
Business|Fidelity Investments charges two-tenths of 1 percent to manage a \$484 million stock portfolio for the Massachusetts state pension fund. It charges investors in its flagship Magellan fund seven-tenths -- more than three times as much.
Business|"  Dow Jones  amp; Co., the publisher of The Wall Street Journal, will buy MarketWatch Inc. for about  $519 million in a deal that would end a monthlong bidding war for the online financial news and information provider."
Sports|" Throughout his NBA career, Jonathan Bender has been slowed by injuries. As his Indiana Pacers teammates finished practice Friday, there he was again, just sitting and watching."
Business|"About 180 union reporters, copy editors and other newsroom staffers at the Chicago Sun-Times are scheduled to strike at noon Wednesday if they cannot agree on a contract with publisher Hollinger International Inc."
Sports|India captain Sourav Ganguly has attempted to play down safety fears over their tour to Bangladesh. The Indian squad arrived in Dhaka on Wednesday for a 19-day tour featuring two Tests and three one-day matches.
World|"Israel #39;s air force launched an attack on a Gaza City building early Wednesday, killing at least five people, according to witnesses and officials on both sides. Seven people were also wounded, four critically. "
Sci/Tech|"With its enterprise division still reeling from its financial woes, HP (Quote, Chart) announced today 25 new consumer products it hopes will reinvigorate its brand."
World|"A former US Marine in Iraq, testifying Wednesday at a hearing for an American military deserter seeking asylum in Canada, said several men "
Sports|"The Philadelphia Phillies Friday picked up the options on two pitchers, including closer Billy Wagner. Under the terms of his contract, Wagner, 33, will be paid \$9,000,000 next season."
Sci/Tech|" The services we once expected from ASPs are back, but now we refer to them as business process outsourcing."
Sci/Tech|"Robot fans cheer news that the ""Roomba"" has sucked up its 1 millionth buyer--a 'bot breakthrough,' they say."
Sci/Tech|"In addition to showing a penchant for alternatives to Internet Explorer, the latest data also suggest that Mozilla is becoming the preferred option for those seeking to abandon Microsoft."
Sci/Tech|"It #39;s a thing of beauty: a two-page  quot;advocacy ad quot; in The New York Times featuring, among other things like quotes from satisfied Firefox users, all 10,000 names of those who donated to The Mozilla Foundation so that it could take a NYT ad that it hopes "
World|"AMMAN - Jordans King Abdullah relieved his half brother Prince Hamza of his duties as crown prince, royal palace sources said on Sunday."
Sci/Tech|" Climate experts at NASA believe they have found a way of forecasting droughts and floods months in advance, the New Scientist magazine reported on Wednesday."
Sports|"Jose Mourinho brushed aside sentiment as Chelsea beat his former club, defending champion FC Porto, 3-1 in the Champions League on Wednesday."
Sports|"For all but the two Blackburn Rovers fans who spoilt an otherwise thrilling afternoon #39;s entertainment by targeting Dwight Yorke for racist abuse, this was a classic to savour."
Sci/Tech|An exhaustive study of NASA #39;s options for repairing the Hubble Space Telescope suggests the currently planned robotic mission may cost too much money and might not be ready to fly before the vaunted observatory breaks down.
Business|"Sprint Corp. said Tuesday it reached multi-year agreements totaling \$3 billion with Lucent Technologies Inc., Motorola Inc. and Nortel Networks Corp."
Business|"Slumping stock broker Charles Schwab Corp. is cutting its online prices for all customers, hoping to lure back bargain-minded investors alienated by the higher fees the company has imposed in recent years."
Sports|"Britains most famous football club, Manchester United, has been approached in a potential takeover bid. Although the identity of the bidder has not been revealed, most suspect Malcolm Glazer to be behind the move."
World|" Strong earnings from financial services companies and upbeat economic data pushed stocks higher Tuesday, but many investors clung to the sidelines ahead of the Federal Reserve's decision on interest rates, expected later in the session.    Investors may be seeing some buying opportunities after Monday, when gloomy outlooks from the consumer staples group weighed heavily on the market; a strong reading on new housing construction provided additional incentive..."
Business|Reduced revenue guidance from Intel (INTC:Nasdaq - news - research) had stocks under pressure Friday ahead of the key August employment report.
Sports|Marcus Trescothick maintained his consistent form in the ICC Champions Trophy with a century as favourites England totalled 217 against West Indies in todays final at The Oval.
Business|"Swiss-based banking giant UBS AG has agreed to buy Charles Schwab Corp. #39;s capital markets unit for \$265 million in cash, making UBS a leading "
World|"South African President Thabo Mbeki is determined to work hard to end the conflict in Ivory Coast and is likely to spend up to three days there next week, his spokesman said on Wednesday."
World|"His gut was twisted into a knot, his head pounding, his leg searing in pain from a gunshot wound. Ibrahim Mohamed Doud, a village elder in an African tribe, remembers the day an "
World|"War is not an option against Iran and no one expects the standoff over Iran #39;s nuclear program to lead to an  quot;Iraq-like confrontation, quot; German Foreign Minister Joschka Fischer was quoted as saying on Wednesday."
Sci/Tech|" Peer to peer (P2P) sharing would never have gathered momentum if the music industry had adopted models for distribution over the Internet, said Intel Corp. Chief Executive Officer Craig Barrett, addressing IT executives in India Friday."
Business|" EU data arm Eurostat is sending a mission to Athens to investigate Greece's pre euro economic data, but Greek membership of the zone is not in doubt, officials said."
